idcredito,duracao,historicocredito,proposito,valor,investimentos,emprego,tempoparcelamento,estadocivil,fiadorterceiros,residenciadesde,idade,outrosfinanciamentos,habitacao,emprestimoexistente,profissao,dependentes,socioempresa,estrangeiro,status
908,36,2,2,3711,1,3.0,2,3,3,2.0,27,3,1.0,1,4,1,0,0,1
909,15,3,5,3594,2,1.0,1,1,3,2.0,46,3,1.0,2,3,1,0,0,1
910,9,2,4,3195,1,3.0,1,1,3,2.0,33,3,1.0,1,3,1,0,0,1
844,24,2,6,1559,2,4.0,4,4,3,4.0,50,1,1.0,1,4,1,1,0,1
911,36,3,1,4454,2,3.0,4,1,3,4.0,34,3,1.0,2,4,1,0,0,1
912,24,1,3,4736,2,1.0,2,1,3,4.0,25,1,1.0,1,3,1,0,0,0
913,30,2,1,2991,1,2.0,2,1,3,4.0,25,3,1.0,1,4,1,0,0,1
914,11,2,6,2142,4,2.0,1,2,3,2.0,28,3,1.0,1,4,1,1,0,1
915,24,5,6,3161,2,3.0,4,4,3,2.0,31,3,3.0,1,4,1,1,0,0
916,48,4,9,18424,2,3.0,1,1,3,2.0,32,1,1.0,1,1,1,1,1,0
917,10,2,5,2848,5,3.0,1,4,2,2.0,32,3,1.0,1,4,2,0,0,1
918,6,2,4,14896,2,2.0,1,4,3,4.0,68,1,1.0,1,1,1,1,0,0
919,24,2,3,2359,5,5.0,1,2,3,1.0,33,3,1.0,1,4,1,0,0,0
920,24,2,3,3345,2,2.0,4,4,3,2.0,39,3,3.0,1,1,1,1,0,0
921,18,1,3,1817,2,3.0,4,1,3,2.0,28,3,1.0,2,4,1,0,0,1
922,48,3,1,12749,3,4.0,4,4,3,1.0,37,3,1.0,1,1,1,1,0,1
923,9,2,1,1366,2,1.0,3,1,3,4.0,22,3,3.0,1,4,1,0,0,0
924,12,2,4,2002,2,4.0,3,4,3,4.0,30,3,3.0,1,4,2,1,0,1
925,24,5,3,6872,2,1.0,2,2,3,1.0,55,1,1.0,1,4,1,1,0,0
926,12,5,4,697,2,1.0,4,4,3,2.0,46,1,1.0,2,4,1,1,0,0
927,18,1,3,1049,2,1.0,4,1,3,4.0,21,3,3.0,1,4,1,0,0,1
928,48,2,5,10297,2,4.0,4,4,3,4.0,39,2,2.0,3,4,2,1,0,0
929,30,2,1,1867,1,2.0,4,4,3,4.0,58,3,1.0,1,4,1,1,0,1
930,12,3,4,1344,2,3.0,4,4,3,2.0,43,3,1.0,2,3,2,0,0,1
931,24,2,3,1747,2,1.0,4,4,2,1.0,24,3,1.0,1,3,1,0,1,1
932,9,2,1,1670,2,1.0,4,1,3,2.0,22,3,1.0,1,4,1,1,0,0
933,9,1,4,1224,2,3.0,3,4,3,1.0,30,3,1.0,2,4,1,0,0,1
934,12,1,1,522,3,2.0,4,4,3,4.0,42,3,1.0,2,4,2,1,0,1
935,12,2,1,1498,2,3.0,4,1,3,1.0,23,1,1.0,1,4,1,0,0,1
936,30,3,1,1919,5,1.0,4,4,3,3.0,30,2,1.0,2,1,1,0,0,0
937,9,2,1,745,2,3.0,3,1,3,2.0,28,3,1.0,1,3,1,0,0,0
938,6,2,1,2063,2,1.0,4,3,3,3.0,30,3,3.0,1,1,1,1,0,1
939,60,2,2,6288,2,3.0,4,4,3,4.0,42,3,2.0,1,4,1,0,0,0
940,24,1,5,6842,1,3.0,2,4,3,4.0,46,3,1.0,2,1,2,1,0,1
941,12,2,4,3527,1,1.0,2,4,3,3.0,45,3,1.0,1,1,2,1,0,1
942,10,2,4,1546,2,3.0,3,4,3,2.0,31,3,1.0,1,3,2,0,1,1
943,24,2,3,929,1,4.0,4,4,3,2.0,31,2,1.0,1,4,1,1,0,1
944,4,1,4,1455,2,4.0,2,4,3,1.0,42,3,1.0,3,3,2,0,0,1
946,48,4,4,8358,3,1.0,1,1,3,1.0,30,3,1.0,2,4,1,0,0,1
947,24,5,3,3349,3,1.0,4,4,3,4.0,30,3,2.0,1,4,2,1,0,0
948,12,2,4,2859,1,5.0,4,4,3,4.0,38,3,1.0,1,1,1,1,0,1
949,18,2,3,1533,2,1.0,4,3,2,1.0,43,3,1.0,1,3,2,0,0,0
950,24,2,1,3621,5,2.0,2,4,3,4.0,31,3,1.0,2,4,1,0,0,0
951,18,1,6,3590,2,5.0,3,3,3,3.0,40,3,1.0,3,2,2,1,0,1
952,36,3,6,2145,2,4.0,2,4,3,1.0,24,3,1.0,2,4,1,1,0,0
953,24,2,5,4113,3,1.0,3,1,3,4.0,28,3,3.0,1,4,1,0,0,0
954,36,2,3,10974,2,5.0,4,1,3,2.0,26,3,1.0,2,1,1,1,0,0
955,12,2,4,1893,2,3.0,4,1,4,4.0,29,3,1.0,1,4,1,1,0,1
956,24,1,1,1231,4,2.0,4,1,3,4.0,57,3,3.0,2,1,1,1,0,1
957,30,1,1,3656,1,2.0,4,4,3,4.0,49,2,1.0,2,3,1,0,0,1
958,9,1,1,1154,2,2.0,2,4,3,4.0,37,3,1.0,3,3,1,0,0,1
959,28,2,4,4006,2,3.0,3,4,3,2.0,45,3,1.0,1,3,1,0,0,0
961,6,1,1,1740,2,2.0,2,3,3,2.0,30,3,3.0,2,4,1,0,0,1
962,21,3,4,2353,2,3.0,1,2,3,4.0,47,3,1.0,2,4,1,0,0,1
963,15,2,4,3556,1,3.0,3,4,3,2.0,29,3,1.0,1,4,1,0,0,1
964,24,2,1,2397,3,2.0,3,4,3,2.0,35,1,1.0,2,4,1,1,0,0
965,6,2,8,454,2,1.0,3,3,3,1.0,22,3,1.0,1,3,1,0,0,1
966,30,2,1,1715,1,3.0,4,1,3,1.0,26,3,1.0,1,4,1,0,0,1
967,27,1,1,2520,3,3.0,4,4,3,2.0,23,3,1.0,2,3,1,0,0,0
968,15,2,1,3568,2,2.0,4,1,3,2.0,54,1,3.0,1,1,1,1,0,1
969,42,2,1,7166,1,4.0,2,3,3,4.0,29,3,3.0,1,4,1,1,0,1
970,11,1,4,3939,2,3.0,1,4,3,2.0,40,3,1.0,2,3,2,0,0,1
971,15,2,8,1514,5,3.0,4,4,4,2.0,22,3,1.0,1,4,1,0,0,1
972,24,2,4,7393,2,3.0,1,4,3,4.0,43,3,1.0,1,3,2,0,0,1
973,24,5,4,1193,2,5.0,1,1,2,4.0,29,3,3.0,2,2,1,0,0,0
974,60,2,6,7297,2,2.0,4,4,2,4.0,36,3,3.0,1,4,1,0,0,0
975,30,1,1,2831,2,3.0,4,1,3,2.0,33,3,1.0,1,4,1,1,0,1
977,6,2,1,753,2,3.0,2,1,4,3.0,64,3,1.0,1,4,1,0,0,1
978,18,3,6,2427,1,2.0,4,4,3,2.0,42,3,1.0,2,4,1,0,0,1
979,24,3,4,2538,2,2.0,4,4,3,4.0,47,3,1.0,2,3,2,0,0,0
980,15,5,4,1264,5,3.0,2,3,3,2.0,25,3,3.0,1,4,1,0,0,0
945,15,2,3,1845,2,1.0,4,1,4,1.0,46,3,1.0,1,4,1,0,0,1
976,24,2,1,1258,3,3.0,3,1,3,3.0,57,3,1.0,1,4,1,0,0,1
981,30,1,3,8386,2,4.0,2,4,3,2.0,49,3,1.0,1,4,1,0,0,0
982,48,2,6,4844,2,5.0,3,4,3,2.0,33,1,3.0,1,1,1,1,0,0
983,21,2,4,2923,5,3.0,1,1,3,1.0,28,1,1.0,1,1,1,1,0,1
984,36,2,5,8229,2,3.0,2,4,3,2.0,26,3,1.0,1,4,2,0,0,0
985,24,1,3,2028,2,4.0,2,4,3,2.0,30,3,1.0,2,3,1,0,0,1
986,15,1,3,1433,2,3.0,4,1,3,3.0,25,3,3.0,2,4,1,0,0,1
987,42,4,6,6289,2,1.0,2,2,3,1.0,33,3,1.0,2,4,1,0,0,1
988,13,2,1,1409,5,5.0,2,1,3,4.0,64,3,1.0,1,4,1,0,0,1
989,24,2,5,6579,2,5.0,4,4,3,2.0,29,3,2.0,1,1,1,1,0,1
990,24,1,1,1743,2,2.0,4,4,3,2.0,48,3,1.0,2,3,1,0,0,1
991,12,1,2,3565,1,1.0,2,4,3,1.0,37,3,1.0,2,3,2,0,0,1
992,15,5,1,1569,5,2.0,4,4,3,4.0,34,1,1.0,1,3,2,0,0,1
993,18,2,1,1936,1,4.0,2,3,3,4.0,23,3,3.0,2,3,1,0,0,1
994,36,2,3,3959,2,5.0,4,4,3,3.0,30,3,1.0,1,1,1,1,0,1
995,12,2,4,2390,1,2.0,4,4,3,3.0,50,3,1.0,1,4,1,1,0,1
996,12,2,3,1736,2,4.0,3,1,3,4.0,31,3,1.0,1,3,1,0,0,1
997,30,2,5,3857,2,3.0,4,2,3,4.0,40,3,1.0,1,1,1,1,0,1
998,12,2,1,804,2,2.0,4,4,3,4.0,38,3,1.0,1,4,1,0,0,1
999,45,2,1,1845,2,3.0,4,4,3,4.0,23,3,2.0,1,4,1,1,0,0
1000,45,1,5,4576,5,5.0,3,4,3,4.0,27,3,1.0,1,4,1,0,0,1
15,15,2,4,1403,2,3.0,2,1,3,4.0,28,3,3.0,1,4,1,0,0,1
200,18,3,3,4297,2,2.0,4,2,3,4.0,40,3,1.0,1,1,1,1,0,0
75,36,2,2,1977,1,2.0,4,4,3,4.0,40,3,1.0,1,1,1,1,0,0
350,9,1,2,1136,4,2.0,4,4,3,4.0,32,3,2.0,2,4,2,0,0,0
650,12,2,2,684,2,3.0,4,4,3,4.0,40,3,3.0,1,3,2,0,0,0
960,24,2,3,3069,5,3.0,4,4,3,4.0,30,3,2.0,1,4,1,0,0,1
56,6,5,4,783,1,3.0,1,4,4,2.0,26,2,1.0,1,3,2,0,0,1
270,24,2,1,999,1,3.0,4,4,3,2.0,25,3,1.0,2,4,1,0,0,1
896,36,3,5,8947,1,2.0,3,4,3,2.0,31,2,1.0,1,1,2,1,0,1
199,24,2,5,2760,1,3.0,4,4,3,4.0,36,1,1.0,1,4,1,1,0,1
356,24,2,4,1246,2,1.0,4,4,3,2.0,23,2,1.0,1,3,1,0,0,0
396,39,3,2,11760,5,4.0,2,4,3,3.0,32,3,1.0,1,4,1,1,0,1
745,39,1,3,14179,1,4.0,4,4,3,4.0,30,3,1.0,2,1,1,1,0,1
750,15,2,5,3029,2,4.0,2,4,3,2.0,33,3,1.0,1,4,1,0,0,1
45,48,1,5,6143,2,3.0,4,1,3,4.0,58,2,2.0,2,4,1,0,0,0
95,12,2,4,1318,4,3.0,4,4,3,4.0,54,3,1.0,1,4,1,1,0,1
499,18,2,1,1301,2,2.0,4,3,4,2.0,32,3,1.0,1,4,1,0,0,1
505,24,2,4,1207,2,1.0,4,1,3,4.0,24,3,3.0,1,4,1,0,0,0
834,24,2,1,5084,1,2.0,2,1,3,4.0,42,3,1.0,1,4,1,1,0,1
234,18,2,1,866,2,3.0,4,3,4,2.0,25,3,1.0,1,3,1,0,0,1
474,6,2,10,1238,1,5.0,4,4,3,4.0,36,3,1.0,1,1,2,1,0,1
565,24,2,6,4712,1,3.0,4,4,3,2.0,37,1,1.0,2,1,1,1,0,1
