,idcredito,duracao,historicocredito,proposito,valor,investimentos,emprego,tempoparcelamento,estadocivil,fiadorterceiros,residenciadesde,idade,outrosfinanciamentos,habitacao,emprestimoexistente,profissao,dependentes,socioempresa,estrangeiro,status
849,871,2,3,3,7678,3,4.0,2,1,3,4.0,2,3,1.0,2,4,1,1,0,1
850,872,1,1,4,1343,2,2.0,1,4,3,4.0,2,3,1.0,2,4,2,0,1,1
851,873,2,1,6,1382,5,4.0,4,4,3,1.0,1,3,1.0,2,4,1,1,0,1
852,874,1,2,7,874,1,1.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,1
853,875,1,2,3,3590,2,3.0,2,4,2,2.0,1,3,1.0,1,3,2,0,0,1
854,876,1,1,4,1322,4,3.0,4,1,3,4.0,2,3,1.0,2,4,1,0,0,1
855,877,1,5,1,1940,2,1.0,3,4,2,4.0,2,1,2.0,1,1,1,1,0,1
856,878,2,2,1,3595,2,2.0,4,4,3,2.0,1,3,1.0,1,4,1,0,0,1
857,879,1,2,4,1422,2,1.0,3,4,3,2.0,1,3,2.0,1,1,1,1,0,0
858,880,2,1,1,6742,1,4.0,2,4,3,3.0,2,3,1.0,2,4,1,0,0,1
859,881,2,2,5,7814,2,4.0,3,4,3,3.0,2,3,1.0,1,1,1,1,0,1
860,882,2,2,5,9277,1,3.0,2,2,3,4.0,3,3,2.0,1,4,1,1,0,1
861,883,2,1,4,2181,1,2.0,4,4,3,4.0,2,3,1.0,2,4,1,0,0,1
862,884,1,1,1,1098,2,5.0,4,1,3,4.0,4,3,1.0,2,2,1,0,0,1
863,885,2,2,3,4057,2,4.0,3,2,3,3.0,2,3,1.0,1,4,1,1,0,0
864,886,1,2,2,795,2,1.0,4,1,3,4.0,3,3,1.0,1,4,1,0,0,0
865,887,2,1,6,2825,1,4.0,4,4,3,3.0,2,3,1.0,2,4,2,1,0,1
866,888,3,2,6,15672,2,3.0,2,4,3,2.0,1,3,1.0,1,4,1,1,0,0
867,889,2,1,4,6614,2,2.0,4,4,3,4.0,2,3,1.0,2,1,1,1,0,1
868,890,2,5,5,7824,1,1.0,3,4,4,4.0,2,1,3.0,2,4,2,1,0,1
869,891,2,1,6,2442,2,2.0,4,4,3,4.0,2,2,1.0,4,1,2,1,0,1
870,892,1,1,1,1829,2,2.0,4,4,3,4.0,2,3,1.0,2,4,1,1,0,1
871,893,1,1,4,2171,2,3.0,4,4,3,4.0,2,1,1.0,2,3,1,0,1,1
872,894,2,1,5,5800,2,3.0,3,4,3,4.0,2,3,1.0,2,4,1,1,0,1
873,895,1,1,1,1169,1,3.0,4,4,3,3.0,1,3,1.0,2,4,1,1,0,1
874,897,1,2,1,2606,2,1.0,4,1,3,4.0,1,3,3.0,1,1,1,1,0,1
875,898,1,1,3,1592,4,4.0,3,1,3,2.0,2,3,1.0,1,4,1,0,1,1
876,899,1,2,3,2186,1,4.0,1,1,3,4.0,1,1,3.0,1,3,1,0,0,1
877,900,1,2,3,4153,2,3.0,2,4,2,3.0,2,3,1.0,1,4,1,0,0,0
878,901,1,1,4,2625,2,2.0,2,4,4,4.0,2,1,3.0,1,4,1,1,0,0
879,902,1,1,4,3485,1,1.0,2,2,3,4.0,2,3,1.0,2,4,1,1,0,1
880,903,2,1,5,10477,1,2.0,2,4,3,4.0,2,3,2.0,2,4,1,0,0,1
881,904,1,2,1,1386,1,3.0,4,3,3,2.0,2,3,3.0,1,4,1,1,0,1
882,905,2,2,1,1278,2,2.0,4,4,3,1.0,2,3,1.0,1,1,1,1,0,1
883,906,1,2,1,1107,2,3.0,2,4,3,2.0,1,3,3.0,1,1,2,1,0,1
884,907,1,2,4,3763,1,4.0,2,4,2,2.0,1,3,1.0,1,3,1,0,1,1
885,908,2,2,2,3711,1,3.0,2,3,3,2.0,1,3,1.0,1,4,1,0,0,1
886,909,1,3,5,3594,2,1.0,1,1,3,2.0,2,3,1.0,2,3,1,0,0,1
887,910,1,2,4,3195,1,3.0,1,1,3,2.0,1,3,1.0,1,3,1,0,0,1
888,844,2,2,6,1559,2,4.0,4,4,3,4.0,3,1,1.0,1,4,1,1,0,1
889,911,2,3,1,4454,2,3.0,4,1,3,4.0,2,3,1.0,2,4,1,0,0,1
890,912,2,1,3,4736,2,1.0,2,1,3,4.0,1,1,1.0,1,3,1,0,0,0
891,913,2,2,1,2991,1,2.0,2,1,3,4.0,1,3,1.0,1,4,1,0,0,1
892,914,1,2,6,2142,4,2.0,1,2,3,2.0,1,3,1.0,1,4,1,1,0,1
893,915,2,5,6,3161,2,3.0,4,4,3,2.0,1,3,3.0,1,4,1,1,0,0
894,916,3,4,9,18424,2,3.0,1,1,3,2.0,1,1,1.0,1,1,1,1,1,0
895,917,1,2,5,2848,5,3.0,1,4,2,2.0,1,3,1.0,1,4,2,0,0,1
896,918,1,2,4,14896,2,2.0,1,4,3,4.0,4,1,1.0,1,1,1,1,0,0
897,919,2,2,3,2359,5,5.0,1,2,3,1.0,1,3,1.0,1,4,1,0,0,0
898,920,2,2,3,3345,2,2.0,4,4,3,2.0,2,3,3.0,1,1,1,1,0,0
899,921,1,1,3,1817,2,3.0,4,1,3,2.0,1,3,1.0,2,4,1,0,0,1
900,922,3,3,1,12749,3,4.0,4,4,3,1.0,2,3,1.0,1,1,1,1,0,1
901,923,1,2,1,1366,2,1.0,3,1,3,4.0,1,3,3.0,1,4,1,0,0,0
902,924,1,2,4,2002,2,4.0,3,4,3,4.0,1,3,3.0,1,4,2,1,0,1
903,925,2,5,3,6872,2,1.0,2,2,3,1.0,3,1,1.0,1,4,1,1,0,0
904,926,1,5,4,697,2,1.0,4,4,3,2.0,2,1,1.0,2,4,1,1,0,0
905,927,1,1,3,1049,2,1.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,1
906,928,3,2,5,10297,2,4.0,4,4,3,4.0,2,2,2.0,3,4,2,1,0,0
907,929,2,2,1,1867,1,2.0,4,4,3,4.0,3,3,1.0,1,4,1,1,0,1
908,930,1,3,4,1344,2,3.0,4,4,3,2.0,2,3,1.0,2,3,2,0,0,1
909,931,2,2,3,1747,2,1.0,4,4,2,1.0,1,3,1.0,1,3,1,0,1,1
910,932,1,2,1,1670,2,1.0,4,1,3,2.0,1,3,1.0,1,4,1,1,0,0
911,933,1,1,4,1224,2,3.0,3,4,3,1.0,1,3,1.0,2,4,1,0,0,1
912,934,1,1,1,522,3,2.0,4,4,3,4.0,2,3,1.0,2,4,2,1,0,1
913,935,1,2,1,1498,2,3.0,4,1,3,1.0,1,1,1.0,1,4,1,0,0,1
914,936,2,3,1,1919,5,1.0,4,4,3,3.0,1,2,1.0,2,1,1,0,0,0
915,937,1,2,1,745,2,3.0,3,1,3,2.0,1,3,1.0,1,3,1,0,0,0
916,938,1,2,1,2063,2,1.0,4,3,3,3.0,1,3,3.0,1,1,1,1,0,1
917,939,4,2,2,6288,2,3.0,4,4,3,4.0,2,3,2.0,1,4,1,0,0,0
918,940,2,1,5,6842,1,3.0,2,4,3,4.0,2,3,1.0,2,1,2,1,0,1
919,941,1,2,4,3527,1,1.0,2,4,3,3.0,2,3,1.0,1,1,2,1,0,1
920,942,1,2,4,1546,2,3.0,3,4,3,2.0,1,3,1.0,1,3,2,0,1,1
921,943,2,2,3,929,1,4.0,4,4,3,2.0,1,2,1.0,1,4,1,1,0,1
922,944,1,1,4,1455,2,4.0,2,4,3,1.0,2,3,1.0,3,3,2,0,0,1
923,946,3,4,4,8358,3,1.0,1,1,3,1.0,1,3,1.0,2,4,1,0,0,1
924,947,2,5,3,3349,3,1.0,4,4,3,4.0,1,3,2.0,1,4,2,1,0,0
925,948,1,2,4,2859,1,5.0,4,4,3,4.0,2,3,1.0,1,1,1,1,0,1
926,949,1,2,3,1533,2,1.0,4,3,2,1.0,2,3,1.0,1,3,2,0,0,0
927,950,2,2,1,3621,5,2.0,2,4,3,4.0,1,3,1.0,2,4,1,0,0,0
928,951,1,1,6,3590,2,5.0,3,3,3,3.0,2,3,1.0,3,2,2,1,0,1
929,952,2,3,6,2145,2,4.0,2,4,3,1.0,1,3,1.0,2,4,1,1,0,0
930,953,2,2,5,4113,3,1.0,3,1,3,4.0,1,3,3.0,1,4,1,0,0,0
931,954,2,2,3,10974,2,5.0,4,1,3,2.0,1,3,1.0,2,1,1,1,0,0
932,955,1,2,4,1893,2,3.0,4,1,4,4.0,1,3,1.0,1,4,1,1,0,1
933,956,2,1,1,1231,4,2.0,4,1,3,4.0,3,3,3.0,2,1,1,1,0,1
934,957,2,1,1,3656,1,2.0,4,4,3,4.0,3,2,1.0,2,3,1,0,0,1
935,958,1,1,1,1154,2,2.0,2,4,3,4.0,2,3,1.0,3,3,1,0,0,1
936,959,2,2,4,4006,2,3.0,3,4,3,2.0,2,3,1.0,1,3,1,0,0,0
937,961,1,1,1,1740,2,2.0,2,3,3,2.0,1,3,3.0,2,4,1,0,0,1
938,962,1,3,4,2353,2,3.0,1,2,3,4.0,2,3,1.0,2,4,1,0,0,1
939,963,1,2,4,3556,1,3.0,3,4,3,2.0,1,3,1.0,1,4,1,0,0,1
940,964,2,2,1,2397,3,2.0,3,4,3,2.0,2,1,1.0,2,4,1,1,0,0
941,965,1,2,8,454,2,1.0,3,3,3,1.0,1,3,1.0,1,3,1,0,0,1
942,966,2,2,1,1715,1,3.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,1
943,967,2,1,1,2520,3,3.0,4,4,3,2.0,1,3,1.0,2,3,1,0,0,0
944,968,1,2,1,3568,2,2.0,4,1,3,2.0,3,1,3.0,1,1,1,1,0,1
945,969,3,2,1,7166,1,4.0,2,3,3,4.0,1,3,3.0,1,4,1,1,0,1
946,970,1,1,4,3939,2,3.0,1,4,3,2.0,2,3,1.0,2,3,2,0,0,1
947,971,1,2,8,1514,5,3.0,4,4,4,2.0,1,3,1.0,1,4,1,0,0,1
948,972,2,2,4,7393,2,3.0,1,4,3,4.0,2,3,1.0,1,3,2,0,0,1
949,973,2,5,4,1193,2,5.0,1,1,2,4.0,1,3,3.0,2,2,1,0,0,0
950,974,4,2,6,7297,2,2.0,4,4,2,4.0,2,3,3.0,1,4,1,0,0,0
951,975,2,1,1,2831,2,3.0,4,1,3,2.0,1,3,1.0,1,4,1,1,0,1
952,977,1,2,1,753,2,3.0,2,1,4,3.0,4,3,1.0,1,4,1,0,0,1
953,978,1,3,6,2427,1,2.0,4,4,3,2.0,2,3,1.0,2,4,1,0,0,1
954,979,2,3,4,2538,2,2.0,4,4,3,4.0,2,3,1.0,2,3,2,0,0,0
955,980,1,5,4,1264,5,3.0,2,3,3,2.0,1,3,3.0,1,4,1,0,0,0
956,945,1,2,3,1845,2,1.0,4,1,4,1.0,2,3,1.0,1,4,1,0,0,1
957,976,2,2,1,1258,3,3.0,3,1,3,3.0,3,3,1.0,1,4,1,0,0,1
958,981,2,1,3,8386,2,4.0,2,4,3,2.0,3,3,1.0,1,4,1,0,0,0
959,982,3,2,6,4844,2,5.0,3,4,3,2.0,1,1,3.0,1,1,1,1,0,0
960,983,1,2,4,2923,5,3.0,1,1,3,1.0,1,1,1.0,1,1,1,1,0,1
961,984,2,2,5,8229,2,3.0,2,4,3,2.0,1,3,1.0,1,4,2,0,0,0
962,985,2,1,3,2028,2,4.0,2,4,3,2.0,1,3,1.0,2,3,1,0,0,1
963,986,1,1,3,1433,2,3.0,4,1,3,3.0,1,3,3.0,2,4,1,0,0,1
964,987,3,4,6,6289,2,1.0,2,2,3,1.0,1,3,1.0,2,4,1,0,0,1
965,988,1,2,1,1409,5,5.0,2,1,3,4.0,4,3,1.0,1,4,1,0,0,1
966,989,2,2,5,6579,2,5.0,4,4,3,2.0,1,3,2.0,1,1,1,1,0,1
967,990,2,1,1,1743,2,2.0,4,4,3,2.0,3,3,1.0,2,3,1,0,0,1
968,991,1,1,2,3565,1,1.0,2,4,3,1.0,2,3,1.0,2,3,2,0,0,1
969,992,1,5,1,1569,5,2.0,4,4,3,4.0,2,1,1.0,1,3,2,0,0,1
970,993,1,2,1,1936,1,4.0,2,3,3,4.0,1,3,3.0,2,3,1,0,0,1
971,994,2,2,3,3959,2,5.0,4,4,3,3.0,1,3,1.0,1,1,1,1,0,1
972,995,1,2,4,2390,1,2.0,4,4,3,3.0,3,3,1.0,1,4,1,1,0,1
973,996,1,2,3,1736,2,4.0,3,1,3,4.0,1,3,1.0,1,3,1,0,0,1
974,997,2,2,5,3857,2,3.0,4,2,3,4.0,2,3,1.0,1,1,1,1,0,1
975,998,1,2,1,804,2,2.0,4,4,3,4.0,2,3,1.0,1,4,1,0,0,1
976,999,3,2,1,1845,2,3.0,4,4,3,4.0,1,3,2.0,1,4,1,1,0,0
977,1000,3,1,5,4576,5,5.0,3,4,3,4.0,1,3,1.0,1,4,1,0,0,1
978,15,1,2,4,1403,2,3.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
979,200,1,3,3,4297,2,2.0,4,2,3,4.0,2,3,1.0,1,1,1,1,0,0
980,75,2,2,2,1977,1,2.0,4,4,3,4.0,2,3,1.0,1,1,1,1,0,0
981,350,1,1,2,1136,4,2.0,4,4,3,4.0,1,3,2.0,2,4,2,0,0,0
982,650,1,2,2,684,2,3.0,4,4,3,4.0,2,3,3.0,1,3,2,0,0,0
983,960,2,2,3,3069,5,3.0,4,4,3,4.0,1,3,2.0,1,4,1,0,0,1
984,56,1,5,4,783,1,3.0,1,4,4,2.0,1,2,1.0,1,3,2,0,0,1
985,270,2,2,1,999,1,3.0,4,4,3,2.0,1,3,1.0,2,4,1,0,0,1
986,896,2,3,5,8947,1,2.0,3,4,3,2.0,1,2,1.0,1,1,2,1,0,1
987,199,2,2,5,2760,1,3.0,4,4,3,4.0,2,1,1.0,1,4,1,1,0,1
988,356,2,2,4,1246,2,1.0,4,4,3,2.0,1,2,1.0,1,3,1,0,0,0
989,396,3,3,2,11760,5,4.0,2,4,3,3.0,1,3,1.0,1,4,1,1,0,1
990,745,3,1,3,14179,1,4.0,4,4,3,4.0,1,3,1.0,2,1,1,1,0,1
991,750,1,2,5,3029,2,4.0,2,4,3,2.0,1,3,1.0,1,4,1,0,0,1
992,45,3,1,5,6143,2,3.0,4,1,3,4.0,3,2,2.0,2,4,1,0,0,0
993,95,1,2,4,1318,4,3.0,4,4,3,4.0,3,3,1.0,1,4,1,1,0,1
994,499,1,2,1,1301,2,2.0,4,3,4,2.0,1,3,1.0,1,4,1,0,0,1
995,505,2,2,4,1207,2,1.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,0
996,834,2,2,1,5084,1,2.0,2,1,3,4.0,2,3,1.0,1,4,1,1,0,1
997,234,1,2,1,866,2,3.0,4,3,4,2.0,1,3,1.0,1,3,1,0,0,1
998,474,1,2,10,1238,1,5.0,4,4,3,4.0,2,3,1.0,1,1,2,1,0,1
999,565,2,2,6,4712,1,3.0,4,4,3,2.0,2,1,1.0,2,1,1,1,0,1
