,duracao,historicocredito,proposito,valor,investimentos,emprego,tempoparcelamento,estadocivil,fiadorterceiros,residenciadesde,idade,outrosfinanciamentos,habitacao,emprestimoexistente,profissao,dependentes,socioempresa,estrangeiro,status
784,1,2,4,0.999999211905246,1,5.0,1,1,3,2.0,1,3,3.0,1,2,1,0,0,1
785,2,2,4,0.9999993950077835,2,4.0,2,4,3,1.0,1,3,1.0,1,4,1,1,0,0
786,1,2,1,0.9998980334088731,2,1.0,3,3,3,3.0,1,3,1.0,1,3,1,0,1,1
787,1,1,1,0.9999277451425729,1,2.0,4,4,3,4.0,4,3,1.0,4,4,1,0,0,1
788,3,5,5,0.9999992050984337,2,5.0,1,4,3,2.0,3,1,2.0,1,1,1,1,0,1
789,1,4,4,0.9999871889960747,2,1.0,2,1,3,1.0,1,3,3.0,2,2,1,0,0,0
790,1,2,6,0.9999343648583883,2,1.0,3,3,3,2.0,1,3,1.0,1,4,1,1,0,1
791,1,2,1,0.999820757171474,2,4.0,3,3,4,3.0,1,1,1.0,1,3,1,0,0,1
792,2,1,5,0.9999992450204732,2,4.0,4,4,3,4.0,1,3,1.0,2,4,1,1,0,0
793,3,2,7,0.9999912984837607,2,3.0,3,4,3,4.0,3,3,1.0,1,4,1,0,0,0
794,3,2,4,0.999995340671043,2,4.0,4,4,3,4.0,2,3,2.0,1,4,2,0,0,0
795,2,3,4,0.9999990404583234,2,3.0,2,1,3,2.0,3,3,3.0,1,4,1,0,0,1
796,1,2,7,0.9999589466721288,3,3.0,1,2,3,4.0,4,3,1.0,1,4,1,0,0,1
797,1,1,1,0.9999834366883966,2,4.0,1,1,3,2.0,1,3,3.0,2,4,1,1,0,1
798,2,2,9,0.9999996878039521,2,5.0,2,2,2,3.0,2,3,1.0,1,1,1,0,0,1
799,1,2,1,0.9999770602551062,2,3.0,4,3,3,3.0,1,1,1.0,1,4,1,0,0,0
800,1,2,4,0.9999591676890041,2,3.0,3,3,3,2.0,1,3,1.0,2,4,1,1,0,1
801,1,2,1,0.9999957675162645,2,3.0,3,3,3,1.0,1,3,1.0,1,4,1,0,0,1
802,2,2,3,0.9999942216240355,2,2.0,2,4,3,2.0,2,1,1.0,1,4,2,0,0,0
803,1,1,4,0.9998952184038512,2,2.0,4,4,3,4.0,2,3,1.0,2,3,1,0,0,1
804,1,1,3,0.9999977604285644,2,1.0,3,2,3,2.0,2,3,1.0,2,1,1,1,0,1
805,1,1,4,0.9999799336153322,2,2.0,4,3,3,3.0,1,3,1.0,2,4,1,1,0,1
806,1,1,4,0.9999971072953582,2,2.0,1,1,3,4.0,1,1,3.0,3,4,1,1,0,0
807,1,4,6,0.9999961953786071,2,3.0,2,4,3,2.0,2,2,1.0,2,4,2,0,0,0
808,2,2,5,0.9999991147553092,1,2.0,3,4,3,4.0,2,3,2.0,1,4,1,0,0,0
809,3,3,6,0.9999981965182082,1,3.0,4,4,3,4.0,2,3,2.0,1,4,2,1,0,1
810,2,3,6,0.9999865265880936,3,3.0,4,4,3,2.0,2,3,1.0,2,4,2,1,0,1
811,1,2,4,0.9999665253348177,2,1.0,4,1,3,3.0,1,3,3.0,1,4,1,1,0,0
812,3,4,6,0.9999994484950671,2,2.0,2,4,3,4.0,1,3,3.0,2,4,1,0,0,0
813,1,2,1,0.9999948291505163,2,1.0,2,1,3,3.0,1,3,1.0,1,3,1,0,0,0
814,1,4,4,0.9999423483563785,2,3.0,4,4,3,4.0,3,1,1.0,2,4,1,0,0,0
815,1,2,1,0.9999515956247256,1,3.0,4,1,3,2.0,1,3,1.0,1,4,1,0,0,1
816,1,2,3,0.999898963545651,2,1.0,1,1,3,3.0,1,3,3.0,1,3,2,0,0,1
817,2,1,5,0.9999917657417572,2,2.0,4,4,3,4.0,4,3,1.0,2,4,1,1,0,1
818,2,1,1,0.9999935459142923,2,2.0,4,3,2,3.0,2,3,1.0,2,4,1,0,0,1
819,2,2,4,0.9998823368671959,1,2.0,4,3,3,4.0,3,3,1.0,2,4,1,1,0,1
820,2,2,3,0.9999979308126574,2,4.0,4,4,3,2.0,1,3,1.0,1,4,1,0,0,0
821,1,3,5,0.999994027770921,2,3.0,3,4,3,2.0,1,2,1.0,2,3,1,0,0,1
822,1,2,8,0.9999807965218642,2,1.0,4,1,3,4.0,1,3,1.0,1,4,1,0,0,0
823,1,2,3,0.9999950470407306,2,2.0,4,4,3,4.0,2,1,1.0,3,4,2,1,0,1
824,1,2,3,0.9999967422904921,1,4.0,2,4,3,3.0,2,3,1.0,1,4,1,1,0,1
825,1,2,4,0.999998567091382,1,3.0,2,4,3,4.0,4,3,3.0,2,4,1,0,0,0
826,2,2,4,0.9999689117261209,2,1.0,4,3,3,2.0,1,3,1.0,1,4,1,0,0,1
827,1,2,1,0.9999693644164401,2,4.0,3,4,3,4.0,3,3,1.0,1,4,1,0,0,1
828,1,2,1,0.9999045256813796,2,2.0,4,4,3,4.0,3,2,1.0,1,3,1,0,0,0
829,1,1,4,0.9999890897591021,2,3.0,4,3,4,2.0,1,1,3.0,2,4,1,0,1,0
830,2,1,5,0.9999958990968495,1,4.0,3,4,3,4.0,2,3,1.0,2,4,1,1,0,1
831,1,1,1,0.9999738900468237,2,3.0,4,4,3,4.0,2,3,2.0,2,4,1,1,0,1
832,1,5,4,0.9999639332302989,2,4.0,4,4,3,4.0,1,3,2.0,2,3,2,0,0,0
833,2,3,4,0.9999995349454954,2,2.0,2,4,3,2.0,2,3,1.0,2,4,2,1,0,1
834,2,2,4,0.9999714649831561,5,1.0,4,3,3,3.0,1,3,1.0,1,4,1,1,0,1
835,1,2,10,0.9998805323001057,1,4.0,4,1,3,3.0,2,3,1.0,1,4,1,1,0,1
836,1,1,3,0.9999953917983629,2,3.0,4,4,3,2.0,1,3,2.0,1,4,1,1,0,1
837,1,2,4,0.9999972246583997,2,3.0,3,1,3,2.0,1,3,1.0,1,4,1,1,0,0
838,1,2,4,0.9999947635915962,5,3.0,1,4,4,2.0,1,3,3.0,1,4,2,0,1,1
839,2,1,5,0.999998025916349,4,3.0,4,4,3,2.0,1,3,1.0,2,4,1,0,0,1
840,1,3,6,0.9999865027333288,2,3.0,4,3,3,2.0,1,3,1.0,1,4,1,1,0,0
841,2,2,1,0.9999925194843268,2,1.0,4,1,3,4.0,2,3,1.0,1,4,1,1,0,0
842,2,1,3,0.999997534751672,4,1.0,4,4,3,2.0,1,2,1.0,2,3,2,1,0,1
843,1,2,3,0.9999916055191866,2,3.0,2,4,3,2.0,1,1,3.0,1,3,1,0,0,0
844,1,2,3,0.9999898640074145,3,3.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
845,1,2,1,0.9999944808187206,2,1.0,4,1,3,1.0,1,2,1.0,1,4,1,0,0,1
846,1,1,3,0.9999958542236899,2,2.0,2,4,3,4.0,2,2,1.0,1,4,1,0,0,1
847,2,2,6,0.9999988796461876,1,2.0,3,4,3,2.0,2,3,1.0,2,4,1,0,0,1
848,1,2,3,0.9998800509426385,2,2.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,1
849,2,3,3,0.9999990331079035,3,4.0,2,1,3,4.0,2,3,1.0,2,4,1,1,0,1
850,1,1,4,0.9999700620381032,2,2.0,1,4,3,4.0,2,3,1.0,2,4,2,0,1,1
851,2,1,6,0.9999586396637594,5,4.0,4,4,3,1.0,1,3,1.0,2,4,1,1,0,1
852,1,2,7,0.9999260433208417,1,1.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,1
853,1,2,3,0.9999968575810944,2,3.0,2,4,2,2.0,1,3,1.0,1,3,2,0,0,1
854,1,1,4,0.999965384555408,4,3.0,4,1,3,4.0,2,3,1.0,2,4,1,0,0,1
855,1,5,1,0.9999879107304419,2,1.0,3,4,2,4.0,2,1,2.0,1,1,1,1,0,1
856,2,2,1,0.9999964407563113,2,2.0,4,4,3,2.0,1,3,1.0,1,4,1,0,0,1
857,1,2,4,0.9999797245054798,2,1.0,3,4,3,2.0,1,3,2.0,1,1,1,1,0,0
858,2,1,1,0.999998933002143,1,4.0,2,4,3,3.0,2,3,1.0,2,4,1,0,0,1
859,2,2,5,0.9999990582829849,2,4.0,3,4,3,3.0,2,3,1.0,1,1,1,1,0,1
860,2,2,5,0.9999993144542356,1,3.0,2,2,3,4.0,3,3,2.0,1,4,1,1,0,1
861,2,1,4,0.9999874917231202,1,2.0,4,4,3,4.0,2,3,1.0,2,4,1,0,0,1
862,1,1,1,0.9999543828349836,2,5.0,4,1,3,4.0,4,3,1.0,2,2,1,0,0,1
863,2,2,3,0.99999693183039,2,4.0,3,2,3,3.0,2,3,1.0,1,4,1,1,0,0
864,1,2,2,0.9999264350794514,2,1.0,4,1,3,4.0,3,3,1.0,1,4,1,0,0,0
865,2,1,6,0.9999907276722345,1,4.0,4,4,3,3.0,2,3,1.0,2,4,2,1,0,1
866,3,2,6,0.999999745533272,2,3.0,2,4,3,2.0,1,3,1.0,1,4,1,1,0,0
867,2,1,4,0.9999987655753811,2,2.0,4,4,3,4.0,2,3,1.0,2,1,1,1,0,1
868,2,5,5,0.9999987503081501,1,1.0,3,4,4,4.0,2,1,3.0,2,4,2,1,0,1
869,2,1,6,0.9999884295504248,2,2.0,4,4,3,4.0,2,2,1.0,4,1,2,1,0,1
870,1,1,1,0.9999843064328894,2,2.0,4,4,3,4.0,2,3,1.0,2,4,1,1,0,1
871,1,1,4,0.9999883309516094,2,3.0,4,4,3,4.0,2,1,1.0,2,3,1,0,1,1
872,2,1,5,0.9999980677820569,2,3.0,3,4,3,4.0,2,3,1.0,2,4,1,1,0,1
873,1,1,1,0.9999645113403534,1,3.0,4,4,3,3.0,1,3,1.0,2,4,1,1,0,1
874,1,2,1,0.9999943309770689,2,1.0,4,1,3,4.0,1,3,3.0,1,1,1,1,0,1
875,1,1,3,0.9999802725466033,4,4.0,3,1,3,2.0,2,3,1.0,1,4,1,0,1,1
876,1,2,3,0.9999915248150014,1,4.0,1,1,3,4.0,1,1,3.0,1,3,1,0,0,1
877,1,2,3,0.999997332943402,2,3.0,2,4,2,3.0,2,3,1.0,1,4,1,0,0,0
878,1,1,4,0.9999919456755405,2,2.0,2,4,4,4.0,2,1,3.0,1,4,1,1,0,0
879,1,1,4,0.9999962948607455,1,1.0,2,2,3,4.0,2,3,1.0,2,4,1,1,0,1
880,2,1,5,0.9999994579457863,1,2.0,2,4,3,4.0,2,3,2.0,2,4,1,0,0,1
881,1,2,1,0.9999750138985151,1,3.0,4,3,3,2.0,2,3,3.0,1,4,1,1,0,1
882,2,2,1,0.9999761225829822,2,2.0,4,4,3,1.0,2,3,1.0,1,1,1,1,0,1
883,1,2,1,0.9999677684748265,2,3.0,2,4,3,2.0,1,3,3.0,1,1,2,1,0,1
884,1,2,4,0.9999968220869757,1,4.0,2,4,2,2.0,1,3,1.0,1,3,1,0,1,1
885,2,2,2,0.9999971680808291,1,3.0,2,3,3,2.0,1,3,1.0,1,4,1,0,0,1
886,1,3,5,0.9999967484455828,2,1.0,1,1,3,2.0,2,3,1.0,2,3,1,0,0,1
887,1,2,4,0.9999966203232161,1,3.0,1,1,3,2.0,1,3,1.0,1,3,1,0,0,1
888,2,2,6,0.9999687319359998,2,4.0,4,4,3,4.0,3,1,1.0,1,4,1,1,0,1
889,2,3,1,0.9999973535898472,2,3.0,4,1,3,4.0,2,3,1.0,2,4,1,0,0,1
890,2,1,3,0.9999985956147759,2,1.0,2,1,3,4.0,1,1,1.0,1,3,1,0,0,0
891,2,2,1,0.9999958641364348,1,2.0,2,1,3,4.0,1,3,1.0,1,4,1,0,0,1
892,1,2,6,0.9999880128497888,4,2.0,1,2,3,2.0,1,3,1.0,1,4,1,1,0,1
893,2,5,6,0.9999919435885062,2,3.0,4,4,3,2.0,1,3,3.0,1,4,1,1,0,0
894,3,4,9,0.999999790834351,2,3.0,1,1,3,2.0,1,1,1.0,1,1,1,1,1,0
895,1,2,5,0.9999924795302986,5,3.0,1,4,2,2.0,1,3,1.0,1,4,2,0,0,1
896,1,2,4,0.9999997904375394,2,2.0,1,4,3,4.0,4,1,1.0,1,1,1,1,0,0
897,2,2,3,0.9999900268901096,5,5.0,1,2,3,1.0,1,3,1.0,1,4,1,0,0,0
898,2,2,3,0.9999957101095825,2,2.0,4,4,3,2.0,2,3,3.0,1,1,1,1,0,0
899,1,1,3,0.9999868243873316,2,3.0,4,1,3,2.0,1,3,1.0,2,4,1,0,0,1
900,3,3,1,0.9999996769967807,3,4.0,4,4,3,1.0,2,3,1.0,1,1,1,1,0,1
901,1,2,1,0.9999777601317644,2,1.0,3,1,3,4.0,1,3,3.0,1,4,1,0,0,0
902,1,2,4,0.9999834086131117,2,4.0,3,4,3,4.0,1,3,3.0,1,4,2,1,0,1
903,2,5,3,0.9999990365160879,2,1.0,2,2,3,1.0,3,1,1.0,1,4,1,1,0,0
904,1,5,4,0.9998765175474148,2,1.0,4,4,3,2.0,2,1,1.0,2,4,1,1,0,0
905,1,1,3,0.9999563823919144,2,1.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,1
906,3,2,5,0.9999992596318135,2,4.0,4,4,3,4.0,2,2,2.0,3,4,2,1,0,0
907,2,2,1,0.9999842215704605,1,2.0,4,4,3,4.0,3,3,1.0,1,4,1,1,0,1
908,1,3,4,0.9999678923485722,2,3.0,4,4,3,2.0,2,3,1.0,2,3,2,0,0,1
909,2,2,3,0.9999864026765424,2,1.0,4,4,2,1.0,1,3,1.0,1,3,1,0,1,1
910,1,2,1,0.9999872712100851,2,1.0,4,1,3,2.0,1,3,1.0,1,4,1,1,0,0
911,1,1,4,0.9999669614605347,2,3.0,3,4,3,1.0,1,3,1.0,2,4,1,0,0,1
912,1,1,1,0.9997927128454492,3,2.0,4,4,3,4.0,2,3,1.0,2,4,2,1,0,1
913,1,2,1,0.9999848488561991,2,3.0,4,1,3,1.0,1,1,1.0,1,4,1,0,0,1
914,2,3,1,0.9999861512299262,5,1.0,4,4,3,3.0,1,2,1.0,2,1,1,0,0,0
915,1,2,1,0.999942349925097,2,3.0,3,1,3,2.0,1,3,1.0,1,3,1,0,0,0
916,1,2,1,0.9999908365253747,2,1.0,4,3,3,3.0,1,3,3.0,1,1,1,1,0,1
917,4,2,2,0.9999983687009403,2,3.0,4,4,3,4.0,2,3,2.0,1,4,1,0,0,0
918,2,1,5,0.9999988251138494,1,3.0,2,4,3,4.0,2,3,1.0,2,1,2,1,0,1
919,1,2,4,0.9999966639311573,1,1.0,2,4,3,3.0,2,3,1.0,1,1,2,1,0,1
920,1,2,4,0.9999792903514666,2,3.0,3,4,3,2.0,1,3,1.0,1,3,2,0,1,1
921,2,2,3,0.9999391741411913,1,4.0,4,4,3,2.0,1,2,1.0,1,4,1,1,0,1
922,1,1,4,0.9999752019710852,2,4.0,2,4,3,1.0,2,3,1.0,3,3,2,0,0,1
923,3,4,4,0.9999993128745156,3,1.0,1,1,3,1.0,1,3,1.0,2,4,1,0,0,1
924,2,5,3,0.9999937142844022,3,1.0,4,4,3,4.0,1,3,2.0,1,4,2,1,0,0
925,1,2,4,0.9999924761192482,1,5.0,4,4,3,4.0,2,3,1.0,1,1,1,1,0,1
926,1,2,3,0.9999836180442764,2,1.0,4,3,2,1.0,2,3,1.0,1,3,2,0,0,0
927,2,2,1,0.999995614612865,5,2.0,2,4,3,4.0,1,3,1.0,2,4,1,0,0,0
928,1,1,6,0.9999947238567489,2,5.0,3,3,3,3.0,2,3,1.0,3,2,2,1,0,1
929,2,3,6,0.999985655678916,2,4.0,2,4,3,1.0,1,3,1.0,2,4,1,1,0,0
930,2,2,5,0.9999966010231127,3,1.0,3,1,3,4.0,1,3,3.0,1,4,1,0,0,0
931,2,2,3,0.9999996097277323,2,5.0,4,1,3,2.0,1,3,1.0,2,1,1,1,0,0
932,1,2,4,0.999984093916215,2,3.0,4,1,4,4.0,1,3,1.0,1,4,1,1,0,1
933,2,1,1,0.9999660164312107,4,2.0,4,1,3,4.0,3,3,3.0,2,1,1,1,0,1
934,2,1,1,0.9999963715010586,1,2.0,4,4,3,4.0,3,2,1.0,2,3,1,0,0,1
935,1,1,1,0.9999662107241808,2,2.0,2,4,3,4.0,2,3,1.0,3,3,1,0,0,1
936,2,2,4,0.9999968843685092,2,3.0,3,4,3,2.0,2,3,1.0,1,3,1,0,0,0
937,1,1,1,0.9999871187586045,2,2.0,2,3,3,2.0,1,3,3.0,2,4,1,0,0,1
938,1,3,4,0.9999905177964927,2,3.0,1,2,3,4.0,2,3,1.0,2,4,1,0,0,1
939,1,2,4,0.9999960854743399,1,3.0,3,4,3,2.0,1,3,1.0,1,4,1,0,0,1
940,2,2,1,0.9999923420659886,3,2.0,3,4,3,2.0,2,1,1.0,2,4,1,1,0,0
941,1,2,8,0.9996969105416423,2,1.0,3,3,3,1.0,1,3,1.0,1,3,1,0,0,1
942,2,2,1,0.9999870804635524,1,3.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,1
943,2,1,1,0.999992598973572,3,3.0,4,4,3,2.0,1,3,1.0,2,3,1,0,0,0
944,1,2,1,0.9999973292853678,2,2.0,4,1,3,2.0,3,1,3.0,1,1,1,1,0,1
945,3,2,1,0.9999989484269022,1,4.0,2,3,3,4.0,1,3,3.0,1,4,1,1,0,1
946,1,1,4,0.9999970030531637,2,3.0,1,4,3,2.0,2,3,1.0,2,3,2,0,0,1
947,1,2,8,0.9999596481272914,5,3.0,4,4,4,2.0,1,3,1.0,1,4,1,0,0,1
948,2,2,4,0.9999990120119225,2,3.0,1,4,3,4.0,2,3,1.0,1,3,2,0,0,1
949,2,5,4,0.999956440546243,2,5.0,1,1,2,4.0,1,3,3.0,2,2,1,0,0,0
950,4,2,6,0.9999985351101971,2,2.0,4,4,2,4.0,2,3,3.0,1,4,1,0,0,0
951,2,1,1,0.9999950091214543,2,3.0,4,1,3,2.0,1,3,1.0,1,4,1,1,0,1
952,1,2,1,0.9999171192044842,2,3.0,2,1,4,3.0,4,3,1.0,1,4,1,0,0,1
953,1,3,6,0.9999887953812521,1,2.0,4,4,3,2.0,2,3,1.0,2,4,1,0,0,1
954,2,3,4,0.9999902973478653,2,2.0,4,4,3,4.0,2,3,1.0,2,3,2,0,0,0
955,1,5,4,0.9999565026979857,5,3.0,2,3,3,2.0,1,3,3.0,1,4,1,0,0,0
956,1,2,3,0.9999873681347092,2,1.0,4,1,4,1.0,2,3,1.0,1,4,1,0,0,1
957,2,2,1,0.9999706185970001,3,3.0,3,1,3,3.0,3,3,1.0,1,4,1,0,0,1
958,2,1,3,0.9999992605766758,2,4.0,2,4,3,2.0,3,3,1.0,1,4,1,0,0,0
959,3,2,6,0.9999972085412627,2,5.0,3,4,3,2.0,1,1,3.0,1,1,1,1,0,0
960,1,2,4,0.999995610947479,5,3.0,1,1,3,1.0,1,1,1.0,1,1,1,1,0,1
961,2,2,5,0.9999991804068414,2,3.0,2,4,3,2.0,1,3,1.0,1,4,2,0,0,0
962,2,1,3,0.9999886939816419,2,4.0,2,4,3,2.0,1,3,1.0,2,3,1,0,0,1
963,1,1,3,0.9999756520858335,2,3.0,4,1,3,3.0,1,3,3.0,2,4,1,0,0,1
964,3,4,6,0.9999985209198349,2,1.0,2,2,3,1.0,1,3,1.0,2,4,1,0,0,1
965,1,2,1,0.999967008822109,5,5.0,2,1,3,4.0,4,3,1.0,1,4,1,0,0,1
966,2,2,5,0.9999985444744665,2,5.0,4,4,3,2.0,1,3,2.0,1,1,1,1,0,1
967,2,1,1,0.9999846944758158,2,2.0,4,4,3,2.0,3,3,1.0,2,3,1,0,0,1
968,1,1,2,0.9999972461062401,1,1.0,2,4,3,1.0,2,3,1.0,2,3,2,0,0,1
969,1,5,1,0.9999727848215619,5,2.0,4,4,3,4.0,2,1,1.0,1,3,2,0,0,1
970,1,2,1,0.9999873271396836,1,4.0,2,3,3,4.0,1,3,3.0,2,3,1,0,0,1
971,2,2,3,0.9999964271507197,2,5.0,4,4,3,3.0,1,3,1.0,1,1,1,1,0,1
972,1,2,4,0.9999899338016155,1,2.0,4,4,3,3.0,3,3,1.0,1,4,1,1,0,1
973,1,2,3,0.999984736699775,2,4.0,3,1,3,4.0,1,3,1.0,1,3,1,0,0,1
974,2,2,5,0.9999963029016541,2,3.0,4,2,3,4.0,2,3,1.0,1,1,1,1,0,1
975,1,2,1,0.9999195661520692,2,2.0,4,4,3,4.0,2,3,1.0,1,4,1,0,0,1
976,3,2,1,0.9999828149052923,2,3.0,4,4,3,4.0,1,3,2.0,1,4,1,1,0,0
977,3,1,5,0.9999960601530578,5,5.0,3,4,3,4.0,1,3,1.0,1,4,1,0,0,1
978,1,2,4,0.9999740917573391,2,3.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
979,1,3,3,0.999997562861453,2,2.0,4,2,3,4.0,2,3,1.0,1,1,1,1,0,0
980,2,2,2,0.9999882310741597,1,2.0,4,4,3,4.0,2,3,1.0,1,1,1,1,0,0
981,1,1,2,0.9999531220973459,4,2.0,4,4,3,4.0,1,3,2.0,2,4,2,0,0,0
982,1,2,2,0.999877121588792,2,3.0,4,4,3,4.0,2,3,3.0,1,3,2,0,0,0
983,2,2,3,0.9999925150231049,5,3.0,4,4,3,4.0,1,3,2.0,1,4,1,0,0,1
984,1,5,4,0.9999103024192895,1,3.0,1,4,4,2.0,1,2,1.0,1,3,2,0,0,1
985,2,2,1,0.9999514063965428,1,3.0,4,4,3,2.0,1,3,1.0,2,4,1,0,0,1
986,2,3,5,0.9999994066125616,1,2.0,3,4,3,2.0,1,2,1.0,1,1,2,1,0,1
987,2,2,5,0.9999917297812347,1,3.0,4,4,3,4.0,2,1,1.0,1,4,1,1,0,1
988,2,2,4,0.9999706940219123,2,1.0,4,4,3,2.0,1,2,1.0,1,3,1,0,0,0
989,3,3,2,0.9999995227686327,5,4.0,2,4,3,3.0,1,3,1.0,1,4,1,1,0,1
990,3,1,3,0.9999997214541833,1,4.0,4,4,3,4.0,1,3,1.0,2,1,1,1,0,1
991,1,2,5,0.9999938419120177,2,4.0,2,4,3,2.0,1,3,1.0,1,4,1,0,0,1
992,3,1,5,0.999998304031278,2,3.0,4,1,3,4.0,3,2,2.0,2,4,1,0,0,0
993,1,2,4,0.9999591303514245,4,3.0,4,4,3,4.0,3,3,1.0,1,4,1,1,0,1
994,1,2,1,0.9999737101389168,2,2.0,4,3,4,2.0,1,3,1.0,1,4,1,0,0,1
995,2,2,4,0.9999629357621722,2,1.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,0
996,2,2,1,0.9999984911275107,1,2.0,2,1,3,4.0,2,3,1.0,1,4,1,1,0,1
997,1,2,1,0.999942001643238,2,3.0,4,3,4,2.0,1,3,1.0,1,3,1,0,0,1
998,1,2,10,0.999931497979273,1,5.0,4,4,3,4.0,2,3,1.0,1,1,2,1,0,1
999,2,2,6,0.9999974553021286,1,3.0,4,4,3,2.0,2,1,1.0,2,1,1,1,0,1
